:ID,:LABEL,name
Q14881067,Cellular Component,platelet dense granule membrane
Q14883312,Cellular Component,microtubule plus-end
Q14885219,Cellular Component,integral component of mitochondrial inner membrane
Q14886296,Cellular Component,endocytic vesicle membrane
Q14888539,Cellular Component,asymmetric synapse
Q14897637,Cellular Component,synaptobrevin 2-SNAP-25-syntaxin-1a-complexin I complex
Q14901954,Cellular Component,IPAF inflammasome complex
Q14902518,Cellular Component,exocytic vesicle
Q14902801,Cellular Component,catenin-TCF7L2 complex
Q14905240,Cellular Component,dense core granule membrane
Q14905670,Cellular Component,growth cone membrane
Q14905705,Cellular Component,voltage-gated sodium channel complex
Q14905734,Cellular Component,caveolar macromolecular signaling complex
Q14906132,Cellular Component,dystroglycan complex
Q14906193,Cellular Component,plasma membrane bounded cell projection cytoplasm
Q14907556,Cellular Component,chromaffin granule membrane
Q14907687,Cellular Component,integral component of mitochondrial outer membrane
Q14907914,Cellular Component,protein C inhibitor-TMPRSS7 complex
Q14907922,Cellular Component,protein C inhibitor-coagulation factor Xa complex
Q14908082,Cellular Component,transcription factor TFIIH holo complex
Q14908253,Cellular Component,PCAF complex
Q14911697,Cellular Component,mismatch repair complex
Q14911826,Cellular Component,lamin filament
Q14912838,Cellular Component,spanning component of plasma membrane
Q14913027,Cellular Component,histone methyltransferase complex
Q14916309,Cellular Component,cytosolic aryl hydrocarbon receptor complex
Q15311967,Cellular Component,collagen type V trimer
Q15315102,Cellular Component,nuclear telomere cap complex
Q15319385,Cellular Component,astral microtubule
Q15319390,Cellular Component,kinesin complex
Q15320953,Cellular Component,actomyosin, myosin complex part
Q15322916,Cellular Component,calcium channel complex
Q15331098,Cellular Component,cytoplasmic side of mitochondrial outer membrane
Q15332837,Cellular Component,organelle outer membrane
Q18745969,Cellular Component,HOPS complex
Q21095092,Cellular Component,mitotic spindle midzone
Q21096318,Cellular Component,symmetric synapse
Q21097392,Cellular Component,deuterosome
Q21097457,Cellular Component,axonemal microtubule
Q21097459,Cellular Component,membrane coat
Q21100334,Cellular Component,cleavage body
Q21100568,Cellular Component,endoplasmic reticulum-Golgi intermediate compartment membrane
Q21100633,Cellular Component,small-subunit processome
Q21100820,Cellular Component,eukaryotic translation initiation factor 3 complex, eIF3m
Q21100973,Cellular Component,CSF1-CSF1R complex
Q21100984,Cellular Component,granulocyte macrophage colony-stimulating factor receptor complex
Q21101010,Cellular Component,cytosolic large ribosomal subunit
Q21101296,Cellular Component,FANCM-MHF complex
Q21101855,Cellular Component,sperm fibrous sheath
Q21101904,Cellular Component,intraciliary transport particle
Q21101909,Cellular Component,plus-end kinesin complex
Q21101945,Cellular Component,Parkin-FBXW7-Cul1 ubiquitin ligase complex
Q21102076,Cellular Component,Set1C/COMPASS complex
Q21102517,Cellular Component,cerebellar mossy fiber
Q21102538,Cellular Component,GATOR1 complex
Q21102546,Cellular Component,integral component of cytoplasmic side of endoplasmic reticulum membrane
Q21102592,Cellular Component,bounding membrane of organelle
Q21103046,Cellular Component,IRE1-TRAF2-ASK1 complex
Q21103049,Cellular Component,endoplasmic reticulum quality control compartment
Q21103450,Cellular Component,RZZ complex
Q21104653,Cellular Component,germinal vesicle
Q21104802,Cellular Component,striated muscle myosin thick filament
Q21104909,Cellular Component,IRE1-RACK1-PP2A complex
Q21104932,Cellular Component,perinucleolar chromocenter
Q21105015,Cellular Component,catalytic step 1 spliceosome
Q21105065,Cellular Component,DNA-dependent protein kinase-DNA ligase 4 complex
Q21105295,Cellular Component,RNA polymerase III complex
Q21105495,Cellular Component,muscle thin filament tropomyosin
Q21105733,Cellular Component,AIP1-IRE1 complex
Q21105806,Cellular Component,post-mRNA release spliceosomal complex
Q21105834,Cellular Component,proteasome accessory complex
Q21106116,Cellular Component,dense body
Q21106273,Cellular Component,6-phosphofructokinase complex
Q21107464,Cellular Component,activin A complex
Q21107550,Cellular Component,core mediator complex
Q21107749,Cellular Component,integrin alphav-beta8 complex
Q21107810,Cellular Component,calcineurin complex
Q21107838,Cellular Component,proximal dendrite
Q21107992,Cellular Component,ER ubiquitin ligase complex
Q21108090,Cellular Component,endoplasmic reticulum exit site
Q21108213,Cellular Component,Cul4B-RING E3 ubiquitin ligase complex
Q21108479,Cellular Component,DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex
Q21109496,Cellular Component,microtubule minus-end
Q21109718,Cellular Component,U2-type catalytic step 1 spliceosome
Q21110472,Cellular Component,proton-transporting ATP synthase complex, coupling factor F(o)
Q21110771,Cellular Component,secondary lysosome
Q21110880,Cellular Component,clathrin coat of endocytic vesicle
Q21111079,Cellular Component,dimeric IgA immunoglobulin complex
Q21111081,Cellular Component,monomeric IgA immunoglobulin complex
Q21111097,Cellular Component,methionine adenosyltransferase complex
Q21111808,Cellular Component,nuclear RNA-directed RNA polymerase complex
Q21112549,Cellular Component,Piccolo NuA4 histone acetyltransferase complex
Q21112572,Cellular Component,MICOS complex
Q21112739,Cellular Component,elongator holoenzyme complex
Q21113131,Cellular Component,myosin II filament
Q21113347,Cellular Component,G protein-coupled receptor dimeric complex
Q21113547,Cellular Component,calcium- and calmodulin-dependent protein kinase complex
Q21114310,Cellular Component,mannosyltransferase complex
Q21114640,Cellular Component,cytoplasmic side of rough endoplasmic reticulum membrane
Q21115444,Cellular Component,proteasome storage granule
Q21115529,Cellular Component,Noc4p-Nop14p complex
Q21115957,Cellular Component,ionotropic glutamate receptor complex
Q21116017,Cellular Component,upper tip-link density
Q21116299,Cellular Component,PAS complex
Q21116803,Cellular Component,Lewy body core
Q21116926,Cellular Component,sperm end piece
Q21117390,Cellular Component,interleukin-18 receptor complex
Q21117953,Cellular Component,DNA ligase III-XRCC1 complex
Q21117979,Cellular Component,delta DNA polymerase complex
Q21118151,Cellular Component,CAAX-protein geranylgeranyltransferase complex
Q21119279,Cellular Component,Gtr1-Gtr2 GTPase complex
Q21119801,Cellular Component,sperm cytoplasmic droplet
Q21120468,Cellular Component,ribonuclease P complex
Q21121493,Cellular Component,host cell presynaptic membrane
Q21121741,Cellular Component,nucleus-vacuole junction
Q21122710,Cellular Component,CORVET complex
Q21124249,Cellular Component,SPOTS complex
Q21124564,Cellular Component,succinate-CoA ligase complex (GDP-forming)
Q21126420,Cellular Component,axonemal central apparatus
Q21131033,Cellular Component,interleukin-5 receptor complex
Q21131181,Cellular Component,Swi5-Sfr1 complex
Q21133201,Cellular Component,SAM complex
Q21133981,Cellular Component,host cell nucleus
Q21134967,Cellular Component,TRAPPII protein complex
Q21170413,Cellular Component,RNA-directed RNA polymerase complex
Q21170416,Cellular Component,telomerase catalytic core complex
Q21173227,Cellular Component,gamma-tubulin small complex
Q21173671,Cellular Component,outer mucus layer
Q21198644,Cellular Component,host cell plasma membrane
Q21421242,Cellular Component,single-stranded DNA-dependent ATP-dependent DNA helicase complex
Q21423046,Cellular Component,membrane-bounded organelle
Q21425771,Cellular Component,presynaptic active zone membrane
Q21427057,Cellular Component,mitochondrial electron transfer flavoprotein complex
Q21444966,Cellular Component,U6atac snRNP
Q21444968,Cellular Component,U4atac/U6atac snRNP
Q21484298,Cellular Component,TIM22 mitochondrial import inner membrane insertion complex
Q21758328,Cellular Component,glycolate oxidase complex
Q21761005,Cellular Component,plasma membrane respiratory chain complex IV
Q21971286,Cellular Component,oligosaccharyltransferase complex
Q21973274,Cellular Component,lamellar body
Q22325163,Cellular Component,protein-containing complex
Q22325166,Cellular Component,lipoprotein particle
Q22325295,Cellular Component,transcription preinitiation complex
Q22325324,Cellular Component,DNA packaging complex
Q22325365,Cellular Component,enhanceosome
Q22325397,Cellular Component,DiaA complex
Q22325432,Cellular Component,DnaB-DnaC-Rep-PriC complex
Q22325435,Cellular Component,retroviral intasome
Q22325452,Cellular Component,bacterial biofilm matrix
Q22325557,Cellular Component,collagen type XX trimer
Q22325776,Cellular Component,MBF transcription complex
Q22325789,Cellular Component,ecdysone receptor holocomplex
Q22325894,Cellular Component,insulin control element activator complex
Q22325921,Cellular Component,CLOCK-BMAL transcription complex
Q22325985,Cellular Component,Noc complex
Q22326057,Cellular Component,polarisome
Q22326216,Cellular Component,ADPG pyrophosphorylase complex
Q22326243,Cellular Component,amyloplast ADPG pyrophosphorylase complex
Q22326369,Cellular Component,cyclic-nucleotide phosphodiesterase complex
Q22326423,Cellular Component,enzyme IIA-maltose transporter complex
Q22326471,Cellular Component,endoribonuclease complex
Q22326478,Cellular Component,multimeric ribonuclease P complex
Q22326505,Cellular Component,mitochondrial ribonuclease P complex
Q22326508,Cellular Component,ribonuclease III complex
Q22326551,Cellular Component,carbon phosphorus lyase complex
Q22326556,Cellular Component,type IV site-specific deoxyribonuclease complex
Q22326588,Cellular Component,fatty-acyl-CoA synthase complex
Q22326689,Cellular Component,SLIK (SAGA-like) complex
Q22326711,Cellular Component,Mst2 histone acetyltransferase complex
Q22326828,Cellular Component,SCF-Ctf13 ubiquitin ligase complex
Q22326832,Cellular Component,Asi complex
Q22326834,Cellular Component,Doa10p ubiquitin ligase complex
Q22326835,Cellular Component,Hrd1p ubiquitin ligase ERAD-M complex
Q22326874,Cellular Component,cellular bud neck septin ring
Q22326875,Cellular Component,Gin4 complex
Q22326894,Cellular Component,cyclin D3-CDK4 complex
Q22326941,Cellular Component,methanol-CoM methyltransferase complex
Q22326943,Cellular Component,fatty acid elongase complex
Q22326948,Cellular Component,methyl coenzyme M reductase complex
Q22326949,Cellular Component,7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase complex
Q22326991,Cellular Component,procollagen-proline 4-dioxygenase complex, alpha(II) type
Q22326995,Cellular Component,molybdenum-iron nitrogenase complex
Q22327013,Cellular Component,thylakoid membrane
Q22327014,Cellular Component,photosystem II
Q22327030,Cellular Component,phospholipid-translocating ATPase complex
Q22327043,Cellular Component,plasma membrane-derived thylakoid ribulose bisphosphate carboxylase complex
Q22327065,Cellular Component,Holliday junction resolvase complex
Q22327071,Cellular Component,1-alkyl-2-acetylglycerophosphocholine esterase complex
Q22327080,Cellular Component,mitochondrial pyruvate dehydrogenase (lipoamide) phosphatase complex
Q22327093,Cellular Component,protein complex involved in cell-cell adhesion
Q22327094,Cellular Component,galectin complex
Q22327100,Cellular Component,integrin alphaD-beta2 complex
Q22327112,Cellular Component,mitochondrial respiratory chain complex I, membrane segment
Q22327114,Cellular Component,proton-transporting ATP synthase, central stalk
Q22327117,Cellular Component,proton-transporting ATP synthase complex
Q22327119,Cellular Component,m-AAA complex
Q22327120,Cellular Component,mitochondrial prohibitin complex
Q22327125,Cellular Component,mitochondrial inner membrane assembly complex
Q22327148,Cellular Component,efflux pump complex
Q22327151,Cellular Component,macrolide transmembrane transporter complex
Q22327153,Cellular Component,glycine-gated chloride channel complex
Q22327155,Cellular Component,serotonin-activated cation-selective channel complex
Q22327157,Cellular Component,I(KACh) inward rectifier potassium channel complex
Q22327167,Cellular Component,Kv4.3-KChIP1 channel complex
Q22327169,Cellular Component,Kv4.2-KChIP2 channel complex
Q22327200,Cellular Component,ERBB4-EGFR complex
Q22327203,Cellular Component,ERBB4-ERBB4 complex
Q22327206,Cellular Component,ERBB4:ERBB2 complex
Q22327207,Cellular Component,ERBB3:ERBB2 complex
Q22327226,Cellular Component,IgE B cell receptor complex
Q22327230,Cellular Component,IgM B cell receptor complex
Q22327238,Cellular Component,alphav-beta1 integrin-osteopontin complex
Q22327245,Cellular Component,plasma membrane proton-transporting ATP synthase complex, catalytic core F(1)
Q22327259,Cellular Component,Grb2-Shc complex
Q22327278,Cellular Component,alphaIIb-beta3 integrin-CD47-FAK complex
Q22327312,Cellular Component,alpha7-beta1 integrin-CD151 complex
Q22327315,Cellular Component,alpha4-beta1 integrin-thrombospondin-2 complex
Q22327318,Cellular Component,alpha11-beta1 integrin-collagen type I complex
Q22327326,Cellular Component,alpha9-beta1 integrin-tenascin complex
Q22327330,Cellular Component,alphaV-beta3 integrin-gelsolin complex
Q22327334,Cellular Component,alpha3-beta1 integrin-thrombospondin complex
Q22327341,Cellular Component,plasma membrane-derived thylakoid photosystem II
Q22327346,Cellular Component,alphav-beta5 integrin-vitronectin complex
Q22327358,Cellular Component,alpha4-beta1 integrin-paxillin complex
Q22327385,Cellular Component,IgE immunoglobulin complex, circulating
Q22327389,Cellular Component,host cell part
Q22327393,Cellular Component,growth factor complex
Q22327395,Cellular Component,cellulosome
Q22327403,Cellular Component,PTEX complex
Q22327408,Cellular Component,activin B complex
Q22327443,Cellular Component,laminin-522 complex
Q22327452,Cellular Component,somatic ring canal
Q22327461,Cellular Component,alae of collagen and cuticulin-based cuticle extracellular matrix
Q22327463,Cellular Component,cortical layer of collagen and cuticulin-based cuticle extracellular matrix
Q22327464,Cellular Component,annular furrow extracellular matrix
Q22327475,Cellular Component,postsynapse
Q22327485,Cellular Component,type III terminal bouton
Q22327497,Cellular Component,postsynaptic recycling endosome
Q22327502,Cellular Component,presynaptic active zone cytoplasmic component
Q22327505,Cellular Component,presynaptic endosome
Q22327506,Cellular Component,synaptic vesicle, readily releasable pool
Q22327509,Cellular Component,postsynaptic cytosol
Q22327518,Cellular Component,plasma membrane region
Q22327520,Cellular Component,postsynaptic endocytic zone membrane
Q22327522,Cellular Component,presynaptic endocytic zone membrane
Q22327529,Cellular Component,presynaptic grid
Q22327602,Cellular Component,septate junction
Q22327610,Cellular Component,secondary plasmodesma
Q22327648,Cellular Component,periplasmic side of cell outer membrane
Q22327665,Cellular Component,mating projection membrane
Q22327677,Cellular Component,membrane microdomain
Q22327687,Cellular Component,prospore membrane spindle pole body attachment site
Q22327697,Cellular Component,synaptobrevin 2-SNAP-25-syntaxin-4 complex
Q22327701,Cellular Component,synaptotagmin-synaptobrevin 2-SNAP-25-syntaxin-1a-syntaxin-1b-Rab3a-complexin II complex
Q22327703,Cellular Component,endobrevin-synaptobrevin 2-alpha-SNAP-NSF-syntaxin-4 complex
Q22327704,Cellular Component,platelet SNARE complex
Q22327720,Cellular Component,photosystem I reaction center
Q22327729,Cellular Component,intrinsic component of periplasmic side of cell outer membrane
Q22327737,Cellular Component,chloroplast inner membrane
Q22327758,Cellular Component,protocadherin-alpha-v4-protocadherin-gamma-b4 complex
Q22327802,Cellular Component,photosystem II reaction center
Q22327811,Cellular Component,lysosomal proton-transporting V-type ATPase, V1 domain
Q22327818,Cellular Component,anchored component of periplasmic side of cell outer membrane
Q22327826,Cellular Component,anchored component of the cytoplasmic side of the plasma membrane
Q22327845,Cellular Component,plastid membrane
Q22327849,Cellular Component,intrinsic component of chloroplast outer membrane
Q22327856,Cellular Component,integral component of plastid inner membrane
Q22327886,Cellular Component,mating projection tip
Q22327898,Cellular Component,phagocytic cup lip
Q22327905,Cellular Component,plasmodesmatal endoplasmic reticulum
Q22327934,Cellular Component,inter-Golgi transport vesicle membrane
Q22327935,Cellular Component,COPII-coated ER to Golgi transport vesicle
Q22327953,Cellular Component,organellar chromatophore membrane
Q22327956,Cellular Component,chitosome
Q22327961,Cellular Component,fungal-type vacuole
Q22327969,Cellular Component,acidocalcisome membrane
Q22327971,Cellular Component,organelle envelope
Q22327974,Cellular Component,cyanelle membrane
